,track_id,track_name,artist_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature
10410,7iuU9NU6rhcWNYJ1KjylTO,Lead Me,Sanctus Real,61,0.666,0.899,8,-4.676,1,0.028,0.00155,0.0,0.0677,0.629,122.05,3.1,4
10411,0j9Lb63Na6ZZtXB2CglDTH,San Francisco Bay (2010),Hogsnort Rupert,1,0.365,0.802,10,-2.981,0,0.0584,0.873,0.274,0.177,0.509,67.403,4.99,4
10412,7LrZ3SczM7zlUkVlhevPp2,A Little More Country Than That,Easton Corbin,60,0.449,0.813,8,-5.478,1,0.129,0.00142,0.000172,0.106,0.452,177.962,5.46,4
10413,4nBTvm32ZkrsSG5YHoiXaq,New Year,Germany Germany,1,0.527,0.724,11,-6.995,0,0.0551,0.975,0.848,0.136,0.901,103.947,6.29,3
10414,1QesQ27kCWYTYuXJi8SApS,Wait so Long,Trampled by Turtles,60,0.221,0.0879,7,-16.996,1,0.0381,0.155,0.698,0.0869,0.0401,126.622,4.59,4
10415,3kdk0Zo5FtrI5tSDwrBHxD,Heavy Years,Chris Mills,0,0.754,0.645,5,-4.086,1,0.0291,0.719,0.167,0.298,0.931,126.585,6.45,4
10416,3eR3lWuvQqOzhTn91nbRCa,Something That I Want,Grace Potter,63,0.425,0.936,8,-5.52,0,0.0829,2.1e-05,0.0,0.926,0.417,158.046,3.65,4
10417,55w9MrfYKyuOaRv0ytTPYd,Strings Of Life 2010 - Jaimy Remix,Steve Bear Sas,0,0.622,0.765,4,-5.202,0,0.049,0.86,0.0374,0.109,0.913,118.525,4.37,4
10418,3ueoTboomKEQpI3r9z47Kg,F**kin' Perfect - Radio Edit,P!nk,68,0.422,0.52,11,-10.231,1,0.343,0.00204,0.00413,0.411,0.184,189.63,4.09,4
10419,6HrsO3AJfrIefdLs37noWo,5 years,DECEMBER EVERYDAY,0,0.906,0.677,1,-8.987,1,0.0975,0.0205,0.473,0.0833,0.222,123.94,7.28,4
10420,4h0EXpatqJImv4VRgvX6po,Last Kiss,Taylor Swift,59,0.55,0.332,1,-10.683,1,0.175,0.826,0.0,0.206,0.552,110.539,1.64,3
10421,68VnB2NANF0jFac6Y2w7pK,Nano Water 2010 - Nano Life Version,EugeneKha,0,0.279,0.4,5,-17.28,1,0.145,0.901,0.00463,0.665,0.228,108.515,4.12,4
10422,5I6YA7oHtraxwWQzzCugDt,You Be Killin Em,Fabolous,61,0.675,0.601,11,-4.733,0,0.116,0.00372,0.0,0.0458,0.931,127.938,3.35,4
10423,70Ts1uhxsqYRo1POyl5Ziy,For Years - Remastered,Keith Cook,0,0.585,0.699,7,-8.122,1,0.0256,0.00035,0.000224,0.267,0.694,134.956,4.45,4
10424,1DBY6dR3WJY10KGtZxVGua,Vamos a Darle Con Todo,Los Inquietos Del Norte,64,0.676,0.91,9,-5.096,1,0.132,0.257,0.0,0.153,0.716,120.022,3.61,4
10425,6ilaIWDyxI8FEsy3msmgSJ,Test Drive 2010 - Nitrous Oxide Remix,Michael Angelo,0,0.774,0.788,9,-5.025,0,0.127,0.0325,0.0,0.135,0.654,97.985,3.78,4
10426,6LZaxlycSWrJZ4Volb25qx,Mine,Taylor Swift,60,0.516,0.708,9,-4.465,0,0.0253,0.0494,4.6e-06,0.243,0.33,89.938,4.82,3
10427,3JK09Qk7o9ZzL20gqYY04K,Esta Loca - Supernova 2010 Revision,Supernova,1,0.705,0.866,9,-4.046,1,0.228,0.0181,0.0,0.367,0.591,92.989,3.83,4
10428,4zK05ecddIq3vfd08Aqi8y,La Vida Es Así,Ivy Queen,66,0.569,0.721,10,-5.889,1,0.0375,0.102,3.38e-05,0.205,0.927,180.06,3.13,4
10429,7bWTULaXhn9nSILATLDeDB,Wisdom Gate - Exciting Mix Reloaded 2010,Aesis Alien,0,0.696,0.715,9,-8.383,1,0.0584,0.0073,0.00536,0.0533,0.487,99.017,5.13,4
10430,1Oenqmtbzt331Pgv0ODfS2,Outta Your Mind,Lil Jon,64,0.648,0.833,0,-5.321,1,0.0327,0.00583,0.000787,0.178,0.64,119.935,2.74,4
10431,3nHUoQ0EbTA8tWv9rAKJ6U,"Theme Music (From ""Taikodom L.U."") [2010]",Antonio Teoli,0,0.657,0.172,9,-21.952,1,0.0319,0.921,0.784,0.112,0.526,157.965,6.69,4
10432,6LUfuyLgvgqrykiTE6sJHY,Stylo (feat. Mos Def and Bobby Womack),Gorillaz,67,0.425,0.754,2,-6.028,1,0.0367,0.0104,0.112,0.438,0.558,152.092,2.26,4
10433,3USRFb6DpnW8GB6v4F21I4,Grown Up Girl - Acoustic live 2010,The Hangouts,0,0.433,0.751,1,-15.437,0,0.0491,0.0705,0.0173,0.692,0.672,85.153,3.47,4
10434,79jQsuUX9NAaVXKTXZ2DLJ,Romance Is Boring,Los Campesinos!,59,0.807,0.97,10,-6.056,0,0.0477,0.0536,6.6e-05,0.149,0.876,114.297,4.04,4
10435,2Sb7nzC2l1tcqTXx0g2vY9,Ay Que Linda 2010 - Anniversary Mix,Rosyroze,0,0.71,0.977,0,-10.518,1,0.0437,0.000373,0.865,0.205,0.177,138.009,8.44,4
10436,7hZuICN5eaCuQyp443RCt6,Dear John,Taylor Swift,59,0.739,0.611,11,-9.829,1,0.0622,0.00557,0.725,0.04,0.794,98.004,8.94,4
10437,7bartHBOTmcjUvnW4xCtvC,Heartbreak Baby (Drama Mix 2010),Jesse Mader,0,0.556,0.465,9,-6.857,0,0.0243,0.357,2.09e-06,0.376,0.123,90.071,3.43,4
10438,2zJZwWF7BTGIIvrAlgzJEx,Whatcha Say,Jason Derulo,63,0.809,0.562,11,-7.694,0,0.0534,0.0816,0.000418,0.105,0.798,130.003,3.24,4
10439,2tvGRH9Lbvi82gDaeaEsRn,Last Year,VIGI Gemparry,0,0.297,0.505,0,-22.267,1,0.0581,0.995,0.995,0.87,0.187,115.07,1.02,3
10440,74WBGgUnpKrJXt6TETfR6Z,Never Grow Up,Taylor Swift,59,0.573,0.926,6,-6.045,1,0.0342,0.00202,0.0117,0.127,0.219,117.047,4.63,4
10441,1XX8NWzVokNuWue32E1cFM,Bottle Of Wine - Acoustic live 2010,The Hangouts,0,0.71,0.977,0,-10.518,1,0.0437,0.000373,0.865,0.205,0.177,138.009,8.44,4
10442,35QGdv6aFbIaLM0Ozr3rHt,B.M.F. (Blowin' Money Fast),Rick Ross,62,0.676,0.762,1,-4.172,1,0.0351,0.461,0.0,0.0574,0.81,119.003,3.46,4
10443,6pf2DHMpuJ0fuYXRur8VKH,The Same Things (Demo EP 2010),Art of your Phobias,0,0.714,0.527,0,-10.402,1,0.0433,0.0964,0.895,0.155,0.287,120.178,1.0,4
10444,6IfMD01z39P15HKezjdaMP,Bachata En Fukuoka,Juan Luis Guerra 4.40,70,0.567,0.642,11,-4.836,1,0.0318,0.336,0.0,0.127,0.319,150.071,3.43,4
10445,3Sodjkz3B7K2M9D4fKifVl,Jubilation - Horizons Of Freedom Sessions 2010,Иван Дмитриевич Якушин,0,0.896,0.591,6,-6.713,0,0.307,0.0069,0.00202,0.29,0.585,87.994,3.87,4
10446,1NpDnkQO0yWxTtntrC0UNz,California King Bed,Rihanna,68,0.647,0.477,0,-8.157,1,0.0342,0.0374,9.54e-06,0.127,0.793,112.041,3.05,4
10447,5GOlyzxiAHjIKFYo22FuRQ,Thanksgiving (One Year Later),Mattia Pascolini,0,0.722,0.778,6,-7.979,0,0.0402,0.000115,0.836,0.0698,0.546,125.012,5.31,4
10448,32fmQsWSAaDas2MJRyMSGG,The Ghost Inside,Broken Bells,63,0.673,0.902,10,-4.886,1,0.0553,0.0164,0.0145,0.269,0.704,97.007,3.75,4
10449,4OwBHYLTv43wc33FdD9El5,No More Years,Artbreak Hc,0,0.666,0.359,4,-13.543,1,0.623,0.926,0.0,0.457,0.522,95.274,0.91,5
10450,2OmiwB4h9a9sATzzrTQ7nP,Ughh(She Nasty),Big Hooch,59,0.649,0.896,10,-2.704,0,0.056,0.000319,1.19e-05,0.102,0.924,90.009,4.65,4
10451,5PSfZpDai5igjqDd1J9F75,"Misery, Shining Like a Bird (Demo 2010)",Sunflo'er,0,0.963,0.946,8,-6.607,1,0.156,0.154,4.19e-06,0.085,0.649,128.034,3.09,4
10452,3JWEMzwpcWCvu4Qw1BIbYi,Act Naturally,Buck Owens,62,0.863,0.667,0,-3.891,1,0.0508,0.0154,0.000341,0.125,0.892,120.011,3.48,4
10453,42933qFX19PmD7NX0CbPAn,Swimming Across Your Sea - Strong - 2010,Roli Frei,0,0.668,0.841,11,-3.598,0,0.0888,0.128,0.0,0.721,0.563,135.127,3.49,4
10454,54rKMg72DsfDUaYjL83Jm8,Fade Away,Rob Baird,59,0.64,0.754,1,-5.873,0,0.283,0.255,0.0,0.63,0.584,87.15,6.63,4
10455,3i1d7uYkCUWcKphODFJwhy,New Year,fractional step,0,0.454,0.755,7,-8.2,1,0.0396,0.65,0.0,0.494,0.839,82.512,2.7,4
10456,42k1KeBehAd83lrGt1okiC,Loca (feat. El Cata),Shakira,70,0.215,0.911,9,-4.715,1,0.0394,6.07e-05,3.47e-06,0.183,0.47,183.535,5.26,4
10457,2weXXM6nlxiJoGkzIS1FbO,Freedom in My Heart - Strong - 2010,Roli Frei,0,0.779,0.906,1,-7.169,1,0.0956,0.208,0.000242,0.0533,0.828,93.974,2.84,4
10458,19tHCfzUSoy5HkpxcmbA0A,The Story Of Us,Taylor Swift,59,0.537,0.893,0,-5.459,1,0.0893,0.00252,0.0211,0.0636,0.499,183.78,3.79,4
10459,0W1HD8QGsxkLkyUdnmlcCY,Three Years,Frxnch,0,0.965,0.889,5,-6.677,0,0.261,0.194,0.0,0.114,0.613,128.036,2.83,4
10460,4cyYC67XY3weSVmSLdKLP8,Taboo,Don Omar,71,0.706,0.757,7,-7.543,0,0.0323,0.494,7.63e-05,0.116,0.69,120.967,4.65,4
10461,7HGby600M8EyQxRQV9078M,In the Dead of Night (2010),Adam Gardner,0,0.473,0.333,2,-7.75,1,0.0342,0.747,0.0,0.225,0.247,136.107,3.02,3
10462,54cWVWqgyFukgDKQYmaKM3,Stupify,Disturbed,63,0.455,0.623,8,-3.878,1,0.0288,0.0739,0.000424,0.146,0.208,163.893,5.87,4
10463,43cWz5aXyZ8vP2fBK7t7Jj,More Than I Can Do (2010),Adam Gardner,0,0.518,0.348,1,-22.459,1,0.914,0.584,0.0,0.582,0.086,54.613,70.58,3
10464,1lUQPlbxDG7x8O8rwbxTRt,Love Faces,Trey Songz,61,0.346,0.61,0,-5.818,1,0.15,0.198,0.0,0.117,0.235,68.552,3.46,4
10465,5bZ41Pv3wZTXpBNYo3vOaB,Voice of My Soul - Strong - 2010,Roli Frei,0,0.479,0.404,10,-9.723,1,0.0313,0.39,0.0687,0.122,0.0378,109.56,3.72,4
10466,4gK27JZrNyJ46T9iGXUXPF,El 701,Los Alegres Del Barranco,63,0.509,0.646,11,-6.285,0,0.0365,0.00028,0.00468,0.0973,0.142,124.014,4.96,4
10467,6Xw2FLih8m5ItDbyP992HH,U Smile,Justin Bieber,66,0.945,0.912,8,-6.938,1,0.145,0.0398,6.77e-06,0.0706,0.586,127.991,3.7,4
10468,5NcGFtEetdRYvO75PNOLzz,Between the Stars & Mars (2010),Adam Gardner,0,0.418,0.721,8,-2.736,1,0.0383,0.0486,0.0,0.0984,0.233,144.063,3.89,4
10469,7bNX2Fgb4MjPrYbkHaCNwV,Roll With It,Easton Corbin,59,0.473,0.333,2,-7.75,1,0.0342,0.747,0.0,0.225,0.247,136.107,3.02,3
10470,7q63eKQhvWoBf79JoigMs6,A Year Too Late,Social Relapse,0,0.426,0.862,2,-5.979,1,0.597,0.0813,0.0,0.34,0.332,100.3,5.09,5
10471,4jNQkWhuzqrbqQuqanFFJ6,Where Is My Mind,Maxence Cyrin,68,0.965,0.942,8,-6.639,1,0.175,0.173,0.0,0.0765,0.679,128.051,3.09,4
10472,66sDBpnodH3BfC3OPrhQoT,The Golden Bowling Years,Song a Day,0,0.754,0.59,4,-6.525,0,0.046,0.192,0.0,0.11,0.784,147.107,3.18,4
10473,48rJQa3TdMfnPJxh1oPxsZ,El Prostipirugolfo,Los Titanes De Durango,68,0.392,0.459,4,-10.411,0,0.0319,0.716,0.0366,0.0851,0.523,135.803,5.31,3
10474,5MKVwV6tFwamztUIQVqeRW,That Time of Year,Dark Hills Gang,0,0.666,0.975,3,-3.47,1,0.0345,0.0135,0.000925,0.105,0.452,128.005,3.19,4
10475,3HBZIY3FVzXu6YjhExNqWe,Vixen,Miguel,62,0.611,0.493,4,-10.925,1,0.0956,0.459,0.0,0.239,0.724,81.664,1.81,4
10476,2QTn4Sl1xmnzEndW5nrbdY,My Urban Soul - Mr.V 2010 Revision,Roland Clark,0,0.565,0.646,7,-4.749,1,0.0335,0.0412,0.0,0.362,0.481,91.973,3.56,4
10477,3q3pZHncNkvIWJebMeuQqQ,Hero,Christopher Wilde,66,0.96,0.903,8,-6.676,1,0.261,0.218,0.0,0.114,0.668,128.022,2.83,4
10478,2yplcMQImwgh13VxGlOoBP,"Legends from Jupiter (From ""Taikodom L.U."") [2010]",Antonio Teoli,0,0.711,0.803,0,-4.58,1,0.124,0.52,8.37e-06,0.0987,0.787,182.92,2.7,4
10479,5WSL7UTa38jMWoBzObD4BD,I Can't Stop,Flux Pavilion,59,0.392,0.459,4,-10.411,0,0.0319,0.716,0.0366,0.0851,0.523,135.803,5.31,3
10480,4wAphn7dqZoxcl0gwFNjZo,Touch The Stars - 2010 Remix,Ovnimoon,6,0.666,0.877,0,-4.657,0,0.0446,0.0277,1.15e-05,0.142,0.272,125.989,3.86,4
10481,30sRAEKuzybaAvhjEBmppp,Time > Breathe Reprise >,Greensky Bluegrass,59,0.287,0.772,0,-8.922,1,0.0446,0.782,0.00592,0.468,0.695,131.833,6.59,4
10482,3i0BaBrUooCNLyWtEQ9pdu,Always on Me (Drama Mix 2010),Jesse Mader,0,0.796,0.543,1,-7.994,1,0.164,0.0486,0.00584,0.124,0.784,91.212,3.92,4
10483,6kblAEj0T0312fv5QWsXzo,Congratulations,MGMT,62,0.55,0.466,4,-8.666,0,0.0303,0.623,0.014,0.195,0.207,113.998,3.59,4
10484,348G8fLLGaKIpBAyUL97mi,What's Done Is Done (feat. Bng 2010),Byron Nemeth,0,0.557,0.406,4,-7.083,1,0.0278,0.742,0.0,0.113,0.222,131.96,3.8,4
10485,7DjCRhhFo9PPzca1BjMLcf,Long Live,Taylor Swift,59,0.829,0.4,7,-11.462,1,0.126,0.0295,0.839,0.0798,0.633,90.006,1.8,4
10486,7sUOJuIbaQOqeEnlnRmyMm,Work My Beats 2010 - Vicente Lara Remix,Ivan Gomez,0,0.703,0.731,8,-6.283,0,0.0311,0.0721,0.00191,0.138,0.719,120.028,4.07,4
10487,0BenZn1xELuxhb7Pjwyjxv,Hooka,Don Omar,74,0.557,0.954,11,-3.785,1,0.0422,0.0495,0.611,0.107,0.704,154.099,2.44,4
10488,11y7CLfNKefv6rxDEUaHn9,"Legends from Uranus (From ""Taikodom L.U."") [2010]",Antonio Teoli,0,0.657,0.785,3,-8.428,1,0.037,0.0301,4.62e-06,0.0927,0.769,127.987,4.56,4
10489,5uqQQtXsY2HJLbPVPwcz6C,The Weary Kind,Ryan Bingham,60,0.207,0.0413,3,-30.521,0,0.0367,0.993,0.0513,0.085,0.032,129.099,2.6,3
10490,57eXzLpjfWygPFCwlGb0PX,"We Need You (From ""Taikodom L.U."") [2010]",Antonio Teoli,0,0.683,0.789,8,-6.132,0,0.0353,0.0283,0.0492,0.112,0.809,120.013,3.53,4
10491,0wDbYIl4fN2mccHczCJqEf,Letting Go (Dutty Love) featuring Nicki Minaj (feat. Nicki Minaj),Sean Kingston,63,0.852,0.788,10,-9.976,0,0.0771,0.000865,0.451,0.121,0.386,122.013,65.06,4
10492,7mfmUnCMpIC1fyKomT6xUt,Break My Fall (J.M.D. Mix 2010),Jesse Mader,0,0.419,0.581,10,-5.964,0,0.0688,0.306,6.3e-05,0.11,0.636,80.305,7.83,1
10493,0xmWQKzc5m9rLv2ucDWxwD,Sign,FLOW,70,0.797,0.955,11,-6.217,0,0.175,0.00132,0.869,0.0584,0.057,127.994,8.59,4
10494,5vuBqpzV1puZaOJbfU2keO,Trauma (Original Mix) - Best Of 2010,NTO,11,0.332,0.592,1,-6.127,1,0.0371,0.0824,0.0,0.109,0.31,170.391,3.42,3
10495,6fIvjDuusQK59brMgHV9qb,This,Darius Rucker,59,0.797,0.955,11,-6.217,0,0.175,0.00132,0.869,0.0584,0.057,127.994,8.59,4
10496,6T5eeR4v4FjVnwAnI11GYQ,Stratos (Original Mix) - Best Of 2010,Sam Paganini,1,0.479,0.906,0,-4.03,0,0.188,0.0406,0.0,0.051,0.536,155.887,4.45,4
10497,2kUkZRk6U2GaJq0z5SsKWz,Better Off This Way,A Day To Remember,61,0.797,0.955,11,-6.217,0,0.175,0.00132,0.869,0.0584,0.057,127.994,8.59,4
10498,1WeEEMVYxlfCTemKeZ6FKl,I Like It 2010 - Chris Montana Piano Mix,Tune Brothers,0,0.796,0.82,8,-3.094,1,0.0357,0.025,1.37e-05,0.0788,0.885,126.028,4.09,4
10499,26iYJEimPCE0ozDlpj0UFN,Livin' On Love,Alan Jackson,62,0.797,0.955,11,-6.217,0,0.175,0.00132,0.869,0.0584,0.057,127.994,8.59,4
10500,7zDeRw0JEYJi4q3cKQqDzB,All That You Were (Demo EP 2010),Art of your Phobias,0,0.444,0.866,7,-6.217,1,0.111,0.000622,4.72e-05,0.105,0.375,94.968,3.92,4
10501,75VVIB2x1h6BfxD2PqOO57,"Healing Incantation - From ""Tangled""/Soundtrack Version",Mandy Moore,63,0.797,0.955,11,-6.217,0,0.175,0.00132,0.869,0.0584,0.057,127.994,8.59,4
10502,5QqgFubHTELA41I5pK9D43,Those Years,Godspeed,0,0.539,0.96,5,-3.484,1,0.0535,0.00064,0.000899,0.113,0.471,99.135,3.43,4
10503,3d8PDk3B4am5c6TsUCznUW,Shut It Down,Drake,58,0.736,0.935,1,-6.912,1,0.154,0.0474,0.511,0.362,0.318,90.006,4.98,4
10504,1aQGbEgXObi03798srcj1n,Changing Seasons (Main 2010 Instrumental Mix),Elis Iluht,0,0.79,0.649,5,-7.507,1,0.0265,0.166,8.87e-05,0.092,0.954,113.798,4.07,4
10505,2opyAm6zOyjR0An5LkblfN,Make Me Wanna Die,The Pretty Reckless,59,0.497,0.912,11,-8.405,0,0.0521,0.00037,0.704,0.38,0.0729,134.607,78.1,4
10506,1ev1aaNU1lpCwUptzbxPqt,The Snake That Stole the Crown (2010),Adam Gardner,0,0.348,0.169,1,-18.45,1,0.0413,0.959,0.889,0.1,0.107,138.877,1.86,3
10507,2Xh7dyCHCErCv3PmdVEGw4,Rabiosa (feat. Pitbull),Shakira,69,0.465,0.988,10,-2.135,0,0.0363,0.00288,0.00366,0.0467,0.888,150.035,4.32,4
10508,0mOTNQAN3Vif3btuTxdced,The Joy Of Return (2010 Remix),Eclypse First Project,1,0.239,0.614,4,-9.819,1,0.0773,0.0904,0.403,0.129,0.47,155.658,2.34,3
10509,0L5WGmfuDp4JgbOnv3eqOg,Enfantillages pittoresques: II. Berceuse,Erik Satie,64,0.421,0.97,6,-7.808,0,0.0557,0.00038,0.792,0.145,0.195,137.201,74.83,4
10510,5rghj9D3hrxq0oWeQPNuA2,"Yoshio, 19 years old",Gattuso,0,0.513,0.496,11,-6.049,1,0.0511,0.46,0.0,0.106,0.676,113.072,3.11,4
10511,27dUo79lgLEy4Rk5w3UvSL,Guess Who's Back,Scarface,60,0.751,0.807,7,-7.129,1,0.051,0.00257,0.519,0.102,0.19,127.006,80.0,4
10512,1kgtTDFGnVIKQ210d2OpMR,Year of the Dragon,Cozmic Spore,0,0.816,0.813,6,-7.798,0,0.0664,0.0662,2.77e-06,0.602,0.436,127.979,5.13,4
10513,15AbuFJdFrbINydSMSqVhV,Aléjate de Mí,Camila,71,0.409,0.695,1,-12.638,1,0.426,0.00975,0.0,0.193,0.876,81.086,4.73,4
10514,4udczizxQQXmaA1jHmaSnp,Mongorian Wardance - 2010 Piss U Off Rx,The Speed Freak,1,0.531,0.771,4,-6.162,1,0.0468,0.0735,0.0,0.17,0.617,159.973,3.74,4
10515,0f73zOCdBx6ZPdiBjwN1AP,Little White Church,Little Big Town,59,0.434,0.697,1,-12.446,1,0.46,0.00948,0.0,0.191,0.881,78.203,4.73,1
10516,5PeJr1GEvsIAEZXyXjNYWM,This Year - Zedd Remix,Dan Thomas,0,0.777,0.948,7,-3.648,1,0.0479,0.127,5.36e-06,0.0708,0.973,142.359,3.86,4
10517,2qWPIc4TfXwTzw8cTNxgoI,La Ley del Monte,Vicente Fernández,67,0.597,0.66,6,-11.008,0,0.0543,0.155,2.31e-06,0.303,0.67,119.916,3.9,4
10518,3DgqkX2wouZOwU9zXJzNCt,New Year's Greetings - Instrumental,The Triffids,0,0.752,0.836,10,-3.173,1,0.115,0.0843,0.000425,0.424,0.519,120.003,2.87,4
10519,3GbjOImkNo5nFT2GQxVr11,Rill Rill,Sleigh Bells,58,0.322,0.571,7,-17.319,1,0.304,0.976,2.33e-06,0.883,0.5,89.507,1.11,4
10520,12vP9RWJGhfTWpW8sPsOfI,"Cupid's Disease - Live Acoustic in Berlin, 2010",Deine Lakaien,0,0.627,0.792,6,-4.419,1,0.0477,0.155,0.0628,0.102,0.812,159.044,3.13,4
10521,4YAtIop3U0HsJ7jE94BCmX,All The Way Turnt Up,Roscoe Dash,58,0.307,0.76,8,-11.165,1,0.0798,0.011,0.827,0.335,0.514,134.125,2.4,1
10522,1xZQGbWaFPjtObSIbAxaH9,Happy New Year,Purple Star,0,0.894,0.65,10,-4.956,0,0.117,0.00248,0.00869,0.057,0.787,87.982,4.87,4
10523,0qeKzbUsW0V4ZWRJrHNiD3,Bad Boys (Theme from COPS),Inner Circle,72,0.749,0.334,4,-17.219,0,0.0806,0.742,0.000441,0.084,0.697,160.124,3.88,4
10524,6NDyzBE4ovQ1EfrhqnZ0GZ,Happy New Year,Purple Star,0,0.509,0.778,11,-3.608,1,0.0295,0.00998,0.0,0.19,0.216,105.066,4.75,4
10525,5AkZntfhC6IBpNtWyWTWhk,Nothin' on You (feat. Bruno Mars),B.o.B,66,0.793,0.917,10,-6.476,0,0.0493,0.000514,0.828,0.127,0.83,127.992,8.62,4
10526,2EGF4JrisrJ4D4HOdTyYEO,Bulletproof Heart,My Chemical Romance,63,0.69,0.621,8,-3.583,1,0.06,0.321,2.81e-05,0.0884,0.497,66.858,3.89,3
10527,59asEe5a9Qfiy9XGb7Cmss,The New Year,M.I. Prats,0,0.266,0.557,1,-13.61,1,0.0596,0.0109,0.646,0.24,0.347,124.614,3.5,4
10528,6ej1QJ8eIYmhsyTlvgDajy,Where I Come From,Alan Jackson,59,0.516,0.745,9,-5.674,1,0.0381,0.138,0.0,0.114,0.77,177.781,3.92,4
10529,5zB3yyJrUUGY2n2E4gjtBE,Happy New Year,Purple Star,0,0.666,0.756,6,-5.286,0,0.0552,0.00346,0.824,0.339,0.446,74.997,4.44,4
10530,7AsqUKKbPMxOFNIbRLBxHt,Halfway Gone,Lifehouse,58,0.624,0.357,0,-10.031,1,0.0234,0.632,9.2e-06,0.112,0.402,79.998,3.5,4
10531,0jeOYj7QBmcnIceC7NfRzN,Happy New Year,Purple Star,0,0.888,0.858,5,-9.612,0,0.329,0.00107,0.889,0.363,0.719,164.943,3.44,4
10532,28M2gifMU282QBM3fKajIS,Haunted,Taylor Swift,58,0.646,0.758,10,-4.34,1,0.0314,0.191,0.097,0.103,0.424,91.998,4.15,4
10533,5L6svsV191Ny4fK9M4l5I7,Happy New Year,Purple Star,0,0.428,0.979,11,-1.572,0,0.0567,0.00409,0.000281,0.23,0.722,113.722,2.68,4
10534,5UmLoBLWWRnqGhPfVWRgGd,Seventeen,MARINA,60,0.756,0.93,1,-1.082,0,0.0274,0.281,0.0,0.11,0.737,99.988,3.35,4
10535,4okI6zI3tgNZj3ltIlqiGf,Perfect Day (Later With Jools Holland 2010),The Jolly Boys,1,0.57,0.841,9,-5.291,1,0.0581,0.0109,1.25e-06,0.28,0.423,91.997,3.36,4
10536,7z73ehYAn9O1XP9XlCqVtd,Who Dat Girl (feat. Akon),Flo Rida,64,0.607,0.804,9,-5.209,0,0.0296,0.00116,0.0,0.159,0.469,139.983,6.74,4
10537,1mODTKmsbOzZzdi17dfaFa,Clope Time (Original Mix) - Best Of 2010,NTO,1,0.429,0.886,2,-1.996,1,0.0458,0.0103,0.0,0.14,0.621,120.06,4.44,4
10538,4pRfzrPuKvtqYGwOJ5F6ZZ,The Family Jewels,MARINA,65,0.684,0.715,6,-6.132,1,0.0336,0.159,0.0,0.181,0.564,96.018,3.57,4
10539,7gSHkXLPsVbrnNTa0nvIat,Techno Corner (Original Mix) - Best Of 2010,Julian Jeweil,0,0.28,0.289,8,-15.933,1,0.0357,0.554,0.822,0.107,0.0454,126.014,3.22,4
10540,16OFkCrdYH524sqvTPt6CT,It Must Be Love,Alan Jackson,60,0.473,0.883,6,-3.65,1,0.047,0.00201,0.000967,0.142,0.164,115.048,3.97,4
10541,6B6Fh8Pq62WQQIwbXi46Gb,Glass Onion (Original Mix) - Best Of 2010,H2,0,0.479,0.721,9,-10.196,1,0.0923,0.817,0.897,0.541,0.751,93.049,2.67,4
10542,2mei1NCzlPpkh98PzEqc4N,Memoir #02 [06.12.09],Maria Pseftoga,66,0.568,0.865,5,-3.653,1,0.0486,0.00632,0.0,0.158,0.55,122.014,3.97,4
10543,0PrjONYe4hWpvgkmevZrE6,Wax Machine (Original Mix) - Best Of 2010,Popof,0,0.124,0.991,4,-2.636,0,0.0866,0.000746,0.964,0.147,0.41,154.984,3.17,4
10544,7kNlRLC9PEH8nXMVawssMx,Won't Back Down,Eminem,63,0.486,0.839,10,-4.5,1,0.158,0.327,0.0,0.048,0.398,165.948,4.94,4
10545,4IFddBuyTHTyEiEeas7DiV,Cassette Club (Original Mix) - Best Of 2010,Alessio Mereu,3,0.586,0.539,5,-7.048,0,0.0352,0.761,3.76e-05,0.0963,0.757,187.27,3.5,4
10546,1oofwLaSk4kDIWAYT5ZGK7,Welcome Home,Radical Face,68,0.409,0.765,11,-5.696,1,0.0412,0.0249,6.16e-06,0.104,0.5,83.093,3.58,4
10547,5V69DSf783kwTk3bzVSXzi,My Favorite Time Of Year,Kamille Davis,0,0.555,0.899,7,-4.839,1,0.0409,0.000208,0.00371,0.222,0.829,157.054,2.44,4
10548,2073QOEC8rBtSyTsRyaWiP,I Can Change,LCD Soundsystem,62,0.558,0.314,2,-10.623,1,0.0295,0.709,0.000319,0.193,0.267,125.59,4.52,4
10549,5lUQI1FMzh9kGIfemiUnfL,This Year,Echo Lake,0,0.581,0.136,7,-17.221,1,0.0409,0.866,0.000777,0.118,0.227,106.192,3.29,4
10550,4rQSLX4qMiUWL81hEQOuPY,"Forever and Ever, Amen",Randy Travis,64,0.815,0.738,10,-5.142,1,0.127,0.545,0.0,0.0772,0.967,119.905,2.52,4
10551,7CCAbOT3Hj5JXh1SofaFjf,Unplesant Surprise (Original Mix) - Best Of 2010,James Harcourt,0,0.65,0.839,4,-3.739,0,0.0476,1.83e-05,0.688,0.132,0.771,130.056,2.99,4
10552,2twJtqTdddqsTJnEHUFZdm,B*tch,E-40,57,0.787,0.728,0,-7.705,1,0.218,0.0124,0.0,0.157,0.94,173.026,3.78,4
10553,52gysc56n9DKVLIJxhsvRS,Mad Clinic (Original Mix) - Best Of 2010,Max Bett,1,0.626,0.721,0,-5.172,1,0.0307,5.91e-05,0.0469,0.0842,0.783,110.015,3.45,4
